"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.946331823E0,-1.055833027E-1,6.870990276E0,7.143772125E0
7.966052864E0,-4.576273263E-2,6.891329288E0,7.101897717E0
7.985802812E0,-5.294119939E-2,6.884150982E0,7.055237770E0
8.005560625E0,-2.901297435E-2,6.887740135E0,6.935297489E0
8.025346146E0,-1.495514181E-3,6.887740135E0,6.874280453E0
8.045064583E0,-3.619144112E-2,6.876972198E0,6.985845566E0
8.064822396E0,-6.370890141E-2,6.887740135E0,7.012166977E0
8.084606250E0,-8.883354068E-2,6.905686378E0,7.010970116E0
8.104347291E0,-7.806584239E-2,6.873383045E0,7.031309128E0
8.124104687E0,-5.892325938E-2,6.870990276E0,7.043273449E0
8.143875000E0,-5.174478889E-2,6.865008354E0,6.954440117E0
8.163610729E0,-2.542374097E-2,6.878168583E0,6.954440117E0
8.183368125E0,-7.806584239E-2,6.886543751E0,7.037291527E0
8.203132291E0,-4.576273263E-2,6.886543751E0,7.046862602E0
8.222870573E0,4.785645287E-3,6.850651264E0,7.004988194E0
8.242627968E0,-3.379862010E-2,6.875775814E0,7.033702374E0
8.262397864E0,-4.935196787E-2,6.851847649E0,7.032505512E0
8.282138802E0,-4.456632212E-2,6.865008354E0,6.961618423E0
8.301896250E0,-7.447660714E-2,6.849454880E0,7.028916359E0
8.321671458E0,-8.883354068E-2,6.888936520E0,7.073183537E0
8.341445521E0,-7.208377868E-2,6.851847649E0,7.119843960E0
8.361202916E0,4.785645287E-3,6.833901405E0,6.924529552E0
8.380940208E0,-3.738785535E-2,6.881757736E0,6.851548672E0
8.400695833E0,-1.007976532E-1,6.916453838E0,6.947261333E0
8.420453229E0,-2.781656384E-2,6.842276573E0,7.103094101E0
8.440206718E0,-2.662015148E-2,6.826723099E0,7.226324558E0
8.459961927E0,-6.131608039E-2,6.832705021E0,7.197610378E0
8.479719323E0,-6.610172242E-2,6.824030876E0,7.092326164E0
8.499458437E0,-3.888336709E-3,6.807281494E0,6.973881721E0
8.519242343E0,-5.084747914E-3,6.819245338E0,6.971488953E0
8.538999739E0,-8.404789865E-2,6.870990276E0,6.894619465E0
8.558758229E0,-1.055833027E-1,6.885347366E0,6.887440681E0
8.578499271E0,-1.067797095E-1,6.888936520E0,7.123433113E0
8.598256666E0,-9.840483218E-2,6.814459801E0,7.223931789E0
8.618015573E0,-3.260220960E-2,6.825526714E0,7.129415035E0
8.637746718E0,-2.901297435E-2,6.814459801E0,7.032505512E0
8.657504114E0,-1.226321608E-2,6.835097790E0,6.988238335E0
8.677288385E0,-4.097708687E-2,6.845865726E0,6.962814808E0
8.697037500E0,-2.901297435E-2,6.869793892E0,6.954440117E0
8.716794948E0,-6.610172242E-2,6.854240417E0,7.030112743E0
8.736586771E0,-5.054837838E-2,6.833901405E0,7.060023308E0
8.756712239E0,-3.738785535E-2,6.837490559E0,7.018148899E0
8.776469635E0,-6.490531564E-2,6.856633186E0,6.930511475E0
8.795808073E0,-7.447660714E-2,6.826723099E0,6.953243732E0
8.815565468E0,-1.582254022E-1,6.718746662E0,6.962814808E0
8.835349531E0,-4.815555736E-2,6.776174545E0,6.955636501E0
8.855072708E0,-5.174478889E-2,6.741478920E0,6.856334209E0
8.874830104E0,-6.610172242E-2,6.721139908E0,6.876673222E0
8.894614896E0,3.349951655E-2,6.739085674E0,7.061219692E0
8.914376093E0,4.426721856E-2,6.706782818E0,6.882655144E0
8.934133489E0,1.423729509E-1,6.564409733E0,7.054041386E0
8.953882448E0,1.232303679E-1,6.468397617E0,7.269694328E0
8.973644114E0,1.998006850E-1,6.596713066E0,6.631109715E0
8.993401510E0,2.189432681E-1,6.437291145E0,6.736692905E0
9.013161614E0,2.838485837E-1,6.025426388E0,7.896015644E0
9.032898854E0,-3.487538993E-1,6.312864304E0,8.388339043E0
9.052656250E0,-3.906283081E-1,6.332006931E0,8.164310455E0
9.072435468E0,-2.733799815E-1,6.290132523E0,7.704290867E0
9.092161302E0,-1.749751568E-1,6.206084728E0,7.501798153E0
9.111918437E0,-1.354935765E-1,6.033801556E0,7.668398380E0
9.131696458E0,-2.662015148E-2,5.949753284E0,8.028817177E0
9.151475521E0,-1.390828192E-1,5.952146530E0,7.882854939E0
9.171232656E0,-2.431706041E-1,5.913861275E0,7.805088520E0
9.190970260E0,-1.869392693E-1,5.775077343E0,7.775177956E0
9.210732135E0,3.469592705E-2,5.655137062E0,7.821837902E0
9.230489218E0,1.579262912E-1,5.603691578E0,8.028817177E0
9.250543125E0,2.297109663E-1,5.534299850E0,8.424231529E0
9.269963437E0,1.818545163E-1,5.469394207E0,8.316554070E0
9.289720573E0,-8.045866340E-2,5.584548950E0,8.050651550E0
9.309480364E0,9.571290761E-2,5.447858810E0,8.099704742E0
9.329243385E0,2.309073806E-1,5.254040241E0,8.209774017E0
9.349000521E0,7.298108935E-2,5.329414368E0,8.492426872E0
9.368768177E0,4.905286431E-2,5.409573555E0,8.399106979E0
9.388527968E0,2.452643216E-1,5.367699623E0,8.179863930E0
9.408285104E0,3.616153300E-1,5.169992447E0,8.111668587E0
9.428036354E0,1.878365725E-1,5.026422977E0,7.801498890E0
9.447787396E0,1.974078715E-1,4.614259243E0,7.590631485E0
9.467544531E0,1.902294010E-1,4.675276279E0,8.770293236E0
9.487302135E0,1.543370634E-1,4.391427994E0,8.947661400E0
9.507041250E0,1.663011760E-1,4.298107624E0,9.054141998E0
9.526798385E0,4.307080805E-2,4.505385876E0,9.274580956E0
9.546602291E0,3.110669367E-2,4.404588223E0,8.993124962E0
9.566697604E0,1.040877849E-1,4.162913322E0,8.886644363E0
9.586454791E0,1.196411327E-1,4.028615952E0,8.929715157E0
9.605818177E0,-5.084747914E-3,3.979563236E0,8.947661400E0
9.625569166E0,-3.260220960E-2,3.907778502E0,9.347561836E0
9.645326302E0,1.184447184E-1,3.753142357E0,9.294919968E0
9.665098229E0,4.426721856E-2,3.619144201E0,9.111868858E0
9.684843802E0,3.230310604E-2,3.853640795E0,9.232706070E0
9.704600937E0,-4.695914313E-2,3.537489176E0,8.513961792E0
9.724380729E0,2.021935135E-1,3.492025614E0,9.320044518E0
9.744093698E0,8.135596663E-2,3.360420227E0,9.472287178E0
9.763850833E0,-7.926224917E-2,3.387937784E0,9.219545364E0
9.783628177E0,-1.594218016E-1,3.574577808E0,9.136993408E0
9.803376198E0,-2.419741899E-1,3.350848913E0,9.225527763E0
9.823133333E0,-1.582254022E-1,3.058326483E0,9.469894409E0
9.842868385E0,-1.737787426E-1,3.133999348E0,9.475876808E0
9.862655208E0,-4.408775866E-1,2.967399120E0,9.353543282E0
9.882412343E0,-5.258227587E-1,2.770888567E0,9.011071205E0
9.902175833E0,-7.486543655E-1,2.557927370E0,9.388538361E0
9.921919010E0,-5.452644825E-1,2.767299414E0,1.018265629E1
9.941676146E0,-4.767699242E-1,2.621337175E0,1.026520920E1
9.961426458E0,-7.390831113E-1,2.338685036E0,9.428020477E0
9.981191146E0,-6.122635007E-1,2.380559444E0,9.106783867E0
1.000094833E1,-8.542376757E-1,2.502593279E0,9.094820023E0
1.002068703E1,-1.232602715E0,2.557927370E0,9.375079155E0
1.004043250E1,-8.410771489E-1,2.525325298E0,1.002443123E1
1.006018964E1,-3.176472187E-1,2.295614243E0,9.659226418E0
1.007995286E1,-6.696912646E-1,1.925324917E0,9.430413246E0
1.009969083E1,-2.670988142E-1,1.894218206E0,9.269794464E0
1.011944760E1,-5.931209326E-1,1.509871125E0,9.654440880E0
1.013923510E1,-3.690928817E-1,1.532602906E0,9.843474388E0
1.015898354E1,-2.985046208E-1,1.425823212E0,9.793225288E0
1.017874031E1,-4.995017350E-1,1.342074394E0,1.022572803E1
1.019846979E1,-3.786641955E-1,1.228415370E0,9.631410599E0
1.021821521E1,-4.001995921E-1,1.068993568E0,9.576375008E0
1.023797198E1,-3.475574851E-1,8.330013752E-1,9.621838570E0
1.025771724E1,-2.335993052E-1,8.736793399E-1,9.784850121E0
1.027747026E1,-3.858426511E-1,1.057029366E0,9.648459435E0
1.029722703E1,-3.738785386E-1,1.015154958E0,9.681958199E0
1.031700500E1,-4.612165689E-1,9.996016622E-1,9.410074234E0
1.033677115E1,-5.799604058E-1,7.325028181E-1,9.402895927E0
1.035652797E1,-5.030909777E-1,4.004986882E-1,9.817152977E0
1.037628651E1,-5.967101455E-1,6.424728632E-1,1.038485050E1
1.039604661E1,1.076770201E-2,3.167499006E-1,1.031904793E1
1.041580344E1,-2.228316069E-1,5.982056609E-4,9.981360435E0
1.043556016E1,-1.989033818E-1,-2.691925503E-2,1.025803089E1
1.045529875E1,5.742774159E-2,4.725824669E-2,1.007348442E1
1.047505557E1,8.374879137E-3,8.434699476E-2,9.438788414E0
1.049482531E1,-3.738785535E-2,-4.965107143E-2,9.454340935E0
1.051457401E1,-1.079761237E-1,5.383851007E-3,9.725028992E0
1.053433078E1,-7.567301393E-2,-1.130608693E-1,1.006271648E1
1.055408932E1,-1.426720470E-1,-1.683948934E-1,1.013210869E1
1.057385010E1,-2.455634177E-1,-2.066800594E-1,9.736993790E0
1.059360688E1,-2.036890239E-1,-3.334996700E-1,1.015603638E1
1.061332995E1,-3.260220885E-1,-2.162513435E-1,9.987342834E0
1.063309323E1,-2.769692242E-1,-1.779661775E-1,9.925128937E0
1.065285000E1,-2.168495506E-1,-2.413759828E-1,9.965806961E0
1.067262391E1,-2.781656384E-1,-1.923231184E-1,9.962218285E0
1.069239531E1,-4.193421602E-1,-2.093719877E-2,1.001725292E1
1.071215214E1,-3.403790295E-1,-2.452643216E-2,9.774082184E0
1.073192703E1,-2.611167729E-1,-1.734796353E-2,9.803992271E0
1.075163755E1,-1.869392693E-1,1.094716340E-1,9.658030510E0
1.077139432E1,-1.271187067E-1,-1.375873014E-2,9.787242889E0
1.079122969E1,-2.961117923E-1,1.094716340E-1,1.001007462E1
1.081091635E1,-3.032902777E-1,7.118647546E-2,9.994521141E0
1.083067318E1,-2.060818523E-1,-7.776673418E-3,9.720243454E0
1.085043167E1,-8.045866340E-2,3.888336942E-2,9.569196701E0
1.087018401E1,-1.977069676E-1,2.931207791E-2,9.801599503E0
1.088994078E1,-2.324029058E-1,4.965107143E-2,1.014287567E1
1.090969682E1,-2.877369225E-1,7.956135273E-2,1.012851906E1
1.092945375E1,-2.515454888E-1,1.375873014E-2,1.001725292E1
1.094921052E1,-1.618146300E-1,1.226321608E-1,9.792028427E0
1.096895219E1,-9.242277592E-2,1.707877219E-1,1.003639507E1
1.098870005E1,-2.961117923E-1,3.035893738E-1,9.854242325E0
1.100845682E1,-2.335993052E-1,3.825525343E-1,9.781260490E0
1.102824307E1,-2.276172489E-1,2.724826932E-1,9.995717049E0
1.104799031E1,-2.829512656E-1,3.131606579E-1,1.039202881E1
1.106774708E1,-2.455634177E-1,3.993022740E-1,1.047966576E1
1.108751474E1,-2.889333367E-1,4.713860750E-1,1.005434132E1
1.110726396E1,-2.422732860E-2,7.169494629E-1,9.072088242E0
1.112702062E1,7.776673883E-2,8.341978192E-1,9.380164146E0
1.114680698E1,-1.510469317E-1,1.092921734E0,9.869794846E0
1.116655500E1,-4.241278172E-1,1.267896891E0,9.698708534E0
1.118631172E1,-3.439682424E-1,1.346860051E0,9.577571869E0
1.120606854E1,-2.312064916E-1,1.321735382E0,9.477072716E0
1.122580344E1,-2.060818523E-1,1.458126307E0,9.547661781E0
1.124556010E1,-1.618146300E-1,1.489532113E0,9.049356461E0
1.126532036E1,-2.407777756E-1,1.321735382E0,9.556035995E0
1.128504964E1,-3.978067636E-1,1.429412484E0,9.995717049E0
1.130480635E1,-3.619144261E-1,1.386341572E0,1.000289631E1
1.132457177E1,-3.320041299E-1,1.406680584E0,1.010339451E1
1.134437161E1,-4.779663086E-1,1.422233939E0,9.659226418E0
1.136412833E1,-2.647060156E-1,1.429412484E0,9.568000793E0
1.138384885E1,-3.379862010E-1,1.554138303E0,9.795618057E0
1.140361818E1,-3.954139352E-1,1.596012712E0,9.763314247E0
1.142337490E1,-3.918247223E-1,1.762612939E0,9.411270142E0
1.144314438E1,-2.997010350E-1,1.870290041E0,9.384949684E0
1.146288427E1,-2.889333367E-1,1.893021822E0,9.454340935E0
1.148264099E1,-3.020938635E-1,1.773380637E0,9.497411728E0
1.150241479E1,-3.631108403E-1,1.775773525E0,9.652048111E0
1.152214896E1,-3.284149170E-1,1.678565025E0,9.772886276E0
1.154190568E1,-3.499503136E-1,1.660618901E0,9.740582466E0
1.156168677E1,-3.559323549E-1,1.718046665E0,9.673583984E0
1.158141818E1,-3.044866920E-1,1.779362798E0,9.571589470E0
1.160117484E1,-3.475574851E-1,1.734796405E0,9.534501076E0
1.162093094E1,-3.152543902E-1,1.684547186E0,9.967003822E0
1.164068312E1,-4.277170599E-1,1.676172256E0,9.959825516E0
1.166043979E1,-3.714857101E-1,1.732403636E0,9.486644745E0
1.168022568E1,-1.917249113E-1,1.784148335E0,9.293723106E0
1.169994922E1,-1.761715710E-1,1.676172256E0,9.764511108E0
1.171970594E1,-4.863412082E-1,1.677368641E0,9.841081619E0
1.173946161E1,-3.990031779E-1,1.703689694E0,9.875777245E0
1.175922318E1,-2.395813614E-1,1.672582984E0,9.709476471E0
1.177897990E1,-2.877369225E-1,1.772184253E0,9.739386559E0
1.179874630E1,-3.272185028E-1,1.870290041E0,9.478269577E0
1.181852000E1,-2.036890239E-1,1.767398596E0,9.426823616E0
1.183827672E1,-3.774677813E-1,1.761416554E0,9.782457352E0
1.185799703E1,-5.524429083E-1,1.830808401E0,9.621838570E0
1.187775745E1,-4.743770957E-1,1.893021822E0,9.853045464E0
1.189751417E1,-4.013960063E-1,1.757827282E0,9.776474953E0
1.191730323E1,-2.709871531E-1,1.765005827E0,9.741779327E0
1.193705807E1,-2.515454888E-1,1.879861236E0,9.612267494E0
1.195681479E1,-2.659024298E-1,1.877468467E0,9.474679947E0
1.197659807E1,-3.104687333E-1,1.883450508E0,9.376275063E0
1.199674719E1,-2.937189937E-1,1.841576099E0,9.620642662E0
1.201650391E1,-5.042873621E-1,1.983949065E0,9.774082184E0
1.203585411E1,-5.440680385E-1,1.993520379E0,9.768099785E0
1.205558964E1,-4.887340367E-1,1.968395710E0,9.348757744E0
1.207534635E1,-3.092723191E-1,1.812862277E0,9.274580956E0
1.209508557E1,-2.527419031E-1,1.671386600E0,9.636196136E0
1.211483901E1,-3.128615618E-1,1.686939955E0,9.867402077E0
1.213459563E1,-5.066801906E-1,1.766202211E0,9.736993790E0
1.215439255E1,-4.229314029E-1,1.780559182E0,9.453145027E0
1.217411849E1,-3.092723191E-1,1.800898194E0,9.653244972E0
1.219387521E1,-2.120639086E-1,1.674975872E0,9.798010826E0
1.221362167E1,-7.926224917E-2,1.695314884E0,9.987342834E0
1.223338099E1,-7.328019291E-2,1.648654819E0,1.002323532E1
1.225313760E1,-1.594218016E-1,1.448554993E0,9.661619186E0
1.227287708E1,-1.271187067E-1,1.590030670E0,9.713065147E0
1.229267682E1,-1.989033818E-1,1.545763373E0,9.943075180E0
1.231243344E1,-3.284149170E-1,1.368395448E0,9.811170578E0
1.233218557E1,-5.380859971E-1,1.629512191E0,9.443573952E0
1.235196588E1,-1.929213256E-1,1.573280931E0,9.595518112E0
1.237172255E1,-2.985046208E-1,1.679761529E0,9.584750175E0
1.239143401E1,-2.479562461E-1,1.841576099E0,9.629017830E0
1.241119901E1,1.962114573E-1,1.334895968E0,1.002921677E1
1.243095563E1,-2.192423791E-1,1.824826360E0,9.681958199E0
1.245071281E1,-2.036890239E-1,1.809273005E0,9.559625626E0
1.247078557E1,-1.295115203E-1,1.674975872E0,9.668798447E0
1.249054224E1,-2.479562461E-1,1.677368641E0,9.723833084E0
1.250995359E1,-5.246263742E-1,2.265404940E0,9.655637741E0
1.252971505E1,9.451649338E-2,1.442572951E0,9.330811501E0
1.254947167E1,-1.570289880E-1,1.318146229E0,9.536893845E0
1.256924688E1,-3.930211067E-1,1.827219248E0,1.031904793E1
1.258897203E1,-5.294120312E-1,1.859522343E0,9.805189133E0
1.260872865E1,-2.817548811E-1,1.704886079E0,9.832706451E0
1.262852177E1,-2.347957194E-1,1.742274046E0,9.630213737E0
1.264826161E1,-2.108674943E-1,1.821237087E0,9.660423279E0
1.266801828E1,-2.479562461E-1,1.936092615E0,9.570393562E0
1.268778615E1,-3.439682424E-1,2.030908108E0,9.456734657E0
1.270752635E1,-2.745763958E-1,1.961217284E0,9.432806015E0
1.272728297E1,-3.248256743E-1,1.922932148E0,9.540482521E0
1.274703635E1,-3.559323549E-1,1.884646893E0,9.754940033E0
1.276682380E1,-4.097708762E-1,1.895414591E0,9.714262009E0
1.278658042E1,-4.217349887E-1,1.794916034E0,9.675976753E0
1.280631333E1,-3.846462369E-1,1.786541224E0,9.805189133E0
1.282607578E1,-3.116651475E-1,1.876272082E0,9.674779892E0
1.284583245E1,-2.949153781E-1,1.873879194E0,9.535696983E0
1.286558042E1,-2.575275302E-1,1.922932148E0,9.633803368E0
1.288537818E1,-3.499503136E-1,2.014158487E0,9.535696983E0
1.290513484E1,-3.260220885E-1,1.976770639E0,9.569196701E0
1.292485964E1,-3.858426511E-1,1.887039781E0,9.612267494E0
1.294461359E1,-3.774677813E-1,1.937289000E0,9.655637741E0
1.296437026E1,-2.961117923E-1,1.851147413E0,9.605089188E0
1.298414255E1,-2.889333367E-1,1.847558141E0,9.623035431E0
1.300387385E1,-3.176472187E-1,1.877468467E0,9.678369522E0
1.302363047E1,-3.056831062E-1,1.837986946E0,9.802796364E0
1.304337859E1,-3.403790295E-1,1.847558141E0,9.793225288E0
1.306312823E1,-3.056831062E-1,1.876272082E0,9.672387123E0
1.308288484E1,-3.571287692E-1,1.875075698E0,9.569196701E0
1.310266990E1,-3.475574851E-1,1.933699846E0,9.565608025E0
1.312241594E1,-3.332005441E-1,1.955235243E0,9.435198784E0
1.314217255E1,-2.817548811E-1,1.872682810E0,9.690333366E0
1.316191562E1,-3.188436031E-1,1.893021822E0,9.741779327E0
1.318167813E1,-3.655036688E-1,1.883450508E0,9.624231339E0
1.320143479E1,-3.475574851E-1,1.797308922E0,9.547661781E0
1.322119719E1,-2.371885478E-1,1.800898194E0,9.777671814E0
1.324095417E1,-3.044866920E-1,1.931306958E0,9.753743172E0
1.326071073E1,-3.583251834E-1,1.933699846E0,9.570393562E0
1.328046755E1,-3.906283081E-1,1.889432549E0,9.608678818E0
1.330021661E1,-3.176472187E-1,1.811665893E0,9.819545746E0
1.331997323E1,-3.140579760E-1,1.814058661E0,9.999306679E0
1.333974365E1,-4.408775866E-1,1.889432549E0,9.717850685E0
1.335950651E1,-3.032902777E-1,1.840379715E0,9.483055115E0
1.337926307E1,-2.925225794E-1,1.899003863E0,9.459127426E0
1.339901588E1,-2.925225794E-1,1.896611094E0,9.529715538E0
1.341878026E1,-3.475574851E-1,1.981556296E0,9.632606506E0
1.343853688E1,-3.655036688E-1,1.971984982E0,9.529715538E0
1.345831797E1,-3.499503136E-1,1.899003863E0,9.590732574E0
1.347803552E1,-4.001995921E-1,1.878664851E0,9.739386559E0
1.349779208E1,-2.913261652E-1,1.867897153E0,9.692726135E0
1.351756161E1,-2.961117923E-1,1.859522343E0,9.648459435E0
1.353731740E1,-3.499503136E-1,1.866700768E0,9.696315765E0
1.355707401E1,-3.308077157E-1,1.919342875E0,9.705886841E0
1.357687729E1,-3.140579760E-1,1.946860313E0,9.607481956E0
1.359661990E1,-4.013960063E-1,1.907378793E0,9.583553314E0
1.361637651E1,-2.611167729E-1,1.927717686E0,9.558428764E0
1.363615094E1,-3.320041299E-1,1.940878272E0,9.546464920E0
1.365587109E1,-3.260220885E-1,1.899003863E0,9.678369522E0
1.367562771E1,-3.487538993E-1,1.881057739E0,9.661619186E0
1.369538359E1,-4.097708762E-1,1.878664851E0,9.717850685E0
1.371513495E1,-3.248256743E-1,1.903789520E0,9.692726135E0
1.373489151E1,-3.379862010E-1,1.895414591E0,9.600303650E0
1.375463385E1,-3.499503136E-1,1.918146491E0,9.639784813E0
1.377445130E1,-3.068794906E-1,1.912164450E0,9.678369522E0
1.379420792E1,-3.092723191E-1,1.869093537E0,9.711869240E0
1.381391052E1,-3.511467278E-1,1.806880236E0,9.725028992E0
1.383367344E1,-3.020938635E-1,1.872682810E0,9.775279045E0
1.385343000E1,-3.786641955E-1,1.903789520E0,9.661619186E0
1.387318338E1,-3.810569942E-1,1.924128532E0,9.552447319E0
1.389293917E1,-3.547359705E-1,2.012962103E0,9.634999275E0
1.391269573E1,-2.611167729E-1,2.027318954E0,9.529715538E0
1.393248443E1,-2.781656384E-1,2.030908108E0,9.456734657E0
1.395221531E1,-3.188436031E-1,2.011765718E0,9.517750740E0
1.397197193E1,-2.697907388E-1,1.975574136E0,9.705886841E0
1.399172833E1,-3.272185028E-1,1.872682810E0,9.727422714E0
1.401150125E1,-3.655036688E-1,1.906182289E0,9.776474953E0
1.403125786E1,-3.619144261E-1,1.979163408E0,9.708279610E0
1.405100620E1,-3.164508045E-1,1.987538338E0,9.514162064E0
1.407075266E1,-3.056831062E-1,1.999502420E0,9.491430283E0
1.409050927E1,-2.865405083E-1,2.022533417E0,9.521340370E0
1.411060427E1,-3.894318938E-1,1.980359793E0,9.646066666E0
1.412999953E1,-4.504488707E-1,1.961217284E0,9.726225853E0
1.414975609E1,-3.571287692E-1,1.977967024E0,9.608678818E0
1.416951802E1,-2.961117923E-1,1.992323995E0,9.581160545E0
1.418929849E1,-3.367897868E-1,1.952842355E0,9.677172661E0
1.420905510E1,-3.152543902E-1,1.921735644E0,9.684351921E0
1.422878062E1,-3.403790295E-1,1.931306958E0,9.653244972E0
1.424857885E1,-3.379862010E-1,1.971984982E0,9.647262573E0
1.426833547E1,-3.272185028E-1,2.006979942E0,9.593125343E0
1.428808323E1,-3.415754437E-1,2.066800594E0,9.582357407E0
1.430781328E1,-3.248256743E-1,2.034497499E0,9.542876244E0
1.432756984E1,-3.367897868E-1,1.992323995E0,9.637392044E0
1.434734677E1,-3.427718580E-1,1.975574136E0,9.673583984E0
1.436707349E1,-3.607180119E-1,1.988734722E0,9.593125343E0
1.438683005E1,-3.499503136E-1,1.933699846E0,9.661619186E0
1.440659682E1,-3.702892959E-1,1.962413669E0,9.660423279E0
1.442674406E1,-3.236292601E-1,1.952842355E0,9.631410599E0
1.444650062E1,-3.619144261E-1,1.994716763E0,9.563215256E0
1.446587005E1,-2.889333367E-1,2.045265198E0,9.590732574E0
1.448562938E1,-3.188436031E-1,2.039283037E0,9.570393562E0
1.450538599E1,-3.391826153E-1,2.026122570E0,9.563215256E0
1.452513990E1,-3.020938635E-1,1.948056698E0,9.647262573E0
1.454489104E1,-3.858426511E-1,1.943271041E0,9.759725571E0
1.456464760E1,-4.049852192E-1,1.977967024E0,9.660423279E0
1.458439599E1,-3.296113312E-1,1.934896231E0,9.623035431E0
1.460414682E1,-2.997010350E-1,1.933699846E0,9.566803932E0
1.462390344E1,-3.439682424E-1,1.991127491E0,9.664012909E0
1.464366953E1,-3.475574851E-1,2.046461582E0,9.620642662E0
1.466342182E1,-3.176472187E-1,1.982752681E0,9.601499557E0
1.468317839E1,-3.032902777E-1,1.939681888E0,9.719047546E0
1.470290563E1,-3.655036688E-1,2.008176327E0,9.729815483E0
1.472270464E1,-3.762713671E-1,2.035693884E0,9.620642662E0
1.474246125E1,-2.949153781E-1,2.001895189E0,9.479466438E0
1.476219526E1,-2.659024298E-1,1.992323995E0,9.468698502E0
1.478199948E1,-3.595215976E-1,2.000698805E0,9.684351921E0
1.480175609E1,-4.229314029E-1,2.016551256E0,9.632606506E0
1.482145198E1,-4.085744619E-1,1.963610053E0,9.656833649E0
1.484122135E1,-3.499503136E-1,1.931306958E0,9.664012909E0
1.486097792E1,-3.068794906E-1,1.942074656E0,9.650852203E0
1.488071828E1,-3.451646566E-1,1.963610053E0,9.640981674E0
1.490049214E1,-3.547359705E-1,1.982752681E0,9.667601585E0
1.492024870E1,-3.415754437E-1,2.042872429E0,9.609874725E0
1.494000151E1,-3.320041299E-1,2.006979942E0,9.498608589E0
1.495973734E1,-3.427718580E-1,1.998306036E0,9.593125343E0
1.497949391E1,-3.607180119E-1,1.957628012E0,9.679565430E0
1.499927599E1,-3.726821244E-1,1.964806437E0,9.680762291E0
1.501898333E1,-3.762713671E-1,2.003091574E0,9.689137459E0
1.503873990E1,-3.152543902E-1,1.949253201E0,9.626625061E0
1.505852469E1,-2.793620527E-1,1.948056698E0,9.607481956E0
1.507830620E1,-3.595215976E-1,1.991127491E0,9.596714020E0
1.509806276E1,-3.535395563E-1,1.983949065E0,9.713065147E0
1.511779568E1,-3.643072546E-1,1.948056698E0,9.678369522E0
1.513755740E1,-3.236292601E-1,1.967199326E0,9.602696419E0
1.515731385E1,-3.308077157E-1,2.011765718E0,9.559625626E0
1.517704286E1,-3.200400174E-1,2.036890268E0,9.611071587E0
1.519684625E1,-3.415754437E-1,2.051247120E0,9.569196701E0
1.521660276E1,-3.631108403E-1,2.052443504E0,9.552447319E0
1.523633828E1,-3.978067636E-1,2.016551256E0,9.602696419E0
1.525609120E1,-3.355933726E-1,2.001895189E0,9.640981674E0
1.527584766E1,-2.997010350E-1,1.976770639E0,9.584750175E0
1.529561651E1,-3.631108403E-1,2.038086653E0,9.627820969E0
